Transect,Material,Distance,Fraction,Species,FG,Dispersal,Total Thinned,Total Repotted,Total Pressed,Remaining,Total Count
,,,,,,,,,,,
T5,FFMM,3,500,Achillea millefolium,F,v,1,0,0,0,1
T16,FFMM,10,500,Aquelegia brevistyla?,F,g,0,0,0,1,1
T6,FFMM,3,500,Collomia linearis,F,g,8,0,1,0,9
T28,FFMM,15,500,Collomia linearis,F,g,1,0,0,0,1
T28,FFMM,20,500,Collomia linearis,F,g,2,0,0,1,3
T9,FFMM,5,500,Collomia linearis?,F,g,0,0,1,0,1
T26/28?,FFMM,10,500,Collomia linearis?,F,g,1,0,0,0,1
T8,FFMM,0,500,Corydalis sp.,F,g,0,0,0,1,1
T5,FFMM,10,500,Geranium,F,g,0,0,0,1,1
T6,FFMM,3,500,Geranium bicknelii,F,g,0,0,0,1,1
T26 at C,FFMM,0,500,Geranium bicknelii,F,g,0,0,0,1,1
T26/28?,FFMM,10,500,Geranium bicknelii,F,g,0,0,0,1,1
T28,FFMM,20,500,Geranium bicknelii,F,g,0,0,0,3,3
T26 at D,FFMM,15,500,Geranium bicknellii,F,g,0,0,0,1,1
T5,FFMM,3,500,Plantago major,F,g,20,0,0,0,20
T5,FFMM,10,500,Plantago major,F,g,32,0,0,1,33
T6,FFMM,10,500,Plantago major,F,g,3,0,0,0,3
T8,FFMM,10,500,Plantago major,F,g,0,0,0,2,2
T9,FFMM,15,500,Plantago major,F,g,1,0,0,0,1
T26,FFMM,0,212,Plantago major,F,g,1,0,0,0,1
T26,FFMM,3,500,Plantago major,F,g,1,0,0,0,1
T26/28?,FFMM,10,500,Plantago major,F,g,0,0,0,2,2
T28,FFMM,15,500,Plantago major,F,g,3,0,0,1,4
T28,FFMM,15,212,Plantago major,F,g,1,0,0,0,1
T28,FFMM,20,500,Plantago major,F,g,0,0,0,1,1
T29,FFMM,15,500,Plantago major,F,g,0,0,0,1,1
T5,FFMM,3,500,Potentilla norvegica,F,g,6,0,0,0,6
T5,FFMM,5,500,Potentilla norvegica,F,g,2,0,0,0,2
T6,FFMM,10,500,Potentilla norvegica,F,g,1,0,0,0,1
T8,FFMM,0,500,Potentilla norvegica,F,g,2,0,0,0,2
T8,FFMM,3,500,Potentilla norvegica,F,g,0,0,0,1,1
T9,FFMM,0,500,Potentilla norvegica,F,g,0,0,0,1,1
T9,FFMM,3,212,Potentilla norvegica,F,g,1,0,0,0,1
T9,FFMM,5,500,Potentilla norvegica,F,g,4,0,0,2,6
T9,FFMM,10,500,Potentilla norvegica,F,g,1,0,0,0,1
T9,FFMM,15,500,Potentilla norvegica,F,g,7,0,0,0,7
T25,FFMM,20,500,Potentilla norvegica,F,g,0,0,0,1,1
T26 at D,FFMM,0,500,Potentilla norvegica,F,g,0,0,0,1,1
T26/28?,FFMM,10,500,Potentilla norvegica,F,g,0,0,0,1,1
T26 at D,FFMM,10,500,Potentilla norvegica,F,g,0,0,0,3,3
T26 at D,FFMM,15,500,Potentilla norvegica,F,g,0,0,0,1,1
T27,FFMM,5,500,Potentilla norvegica,F,g,0,0,0,1,1
T28,FFMM,15,500,Potentilla norvegica,F,g,3,0,0,0,3
T29,FFMM,15,500,Potentilla norvegica,F,g,0,0,0,1,1
T29,FFMM,20,500,Potentilla norvegica,F,g,0,0,0,1,1
T8,FFMM,10,500,Potentilla norvegica (#8),F,g,2,0,0,1,3
T16,FFMM,5,500,Potentilla norvegica?,F,g,0,0,0,1,1
T5,FFMM,10,500,Potentilla?,F,g,0,0,0,3,3
T8,FFMM,0,212,Viola?,F,g,0,0,0,1,1
T9,PMM,15,500,Astragalus ?,F,g,1,0,0,0,1
T8,PMM,10,500,Collomia linearis,F,g,1,0,0,0,1
T28,PMM,20,500,Collomia linearis,F,g,0,0,0,1,1
T9,PMM,20,500,Corydalis sp.,F,g,0,0,0,1,1
T8,PMM,10,500,Plantago major,F,g,3,0,0,0,3
T9,PMM,20,500,Plantago major,F,g,1,0,0,0,1
T5,PMM,3,212,Potentilla norvegica,F,g,10,0,0,0,10
T6,PMM,5,500,Potentilla norvegica,F,g,8,0,0,3,11
T8,PMM,10,500,Potentilla norvegica,F,g,1,0,0,0,1
T8,PMM,15,500,Potentilla norvegica,F,g,0,0,0,1,1
T9,PMM,20,212,Potentilla norvegica,F,g,0,0,0,1,1
T26 at D,PMM,5,500,Potentilla norvegica,F,g,0,0,0,1,1
T5,PMM,3,500,Potentilla?,F,g,363,0,0,0,363
T8,PMM,5,500,Stellaria longifolia?,F,g,0,0,0,1,1
T5,FFMM,3,500,Agropyron trachycaulon,G,g,1,0,0,0,1
T25,FFMM,10,500,Carex,G,g,0,0,0,6,6
T25,FFMM,10,212,Carex,G,g,0,0,0,2,2
T25,FFMM,15,212,Carex,G,g,0,0,0,1,1
T25,FFMM,20,212,Carex,G,g,0,0,3,3,6
T27,FFMM,10,212,Carex,G,g,0,0,0,2,2
T27,FFMM,15,212,Carex,G,g,0,0,0,1,1
T5,FFMM,10,212,Carex sp.,G,g,0,0,0,1,1
T6,FFMM,3,212,Carex sp.,G,g,0,0,0,1,1
T6,FFMM,10,212,Carex sp.,G,g,0,0,0,2,2
T8,FFMM,10,212,Carex sp.,G,g,0,0,0,1,1
T9,FFMM,0,500,Carex sp.,G,g,0,0,0,1,1
T26,FFMM,0,212,Carex sp.,G,g,0,0,0,1,1
T26,FFMM,5,500,Carex sp.,G,g,0,0,0,4,4
T27,FFMM,0,350,Carex sp.,G,g,0,0,0,1,1
T28,FFMM,5,212,Carex sp.,G,g,0,0,0,2,2
T28,FFMM,20,212,Carex sp.,G,g,0,0,0,3,3
T29,FFMM,10,212,Carex sp.,G,g,0,0,0,1,1
T8,FFMM,3,212,Carex sp.1,G,g,0,0,0,1,1
T8,FFMM,10,500,Carex sp.1,G,g,0,0,0,5,5
T9,FFMM,3,500,Carex sp.1,G,g,0,0,0,1,1
T9,FFMM,10,500,Carex sp.1,G,g,0,0,0,1,1
T16,FFMM,10,500,Carex sp.1,G,g,0,0,0,1,1
T16,FFMM,10,212,Carex sp.1,G,g,0,0,0,1,1
T26,FFMM,5,212,Carex sp.1,G,g,0,0,0,6,6
T26/28?,FFMM,10,212,Carex sp.1,G,g,0,0,0,6,6
T26,FFMM,20,212,Carex sp.1,G,g,0,0,0,1,1
T29,FFMM,0,500,Carex sp.1,G,g,0,0,0,1,1
T29,FFMM,15,212,Carex sp.1,G,g,0,0,0,1,1
T9,FFMM,5,212,Carex sp.1?,G,g,0,0,0,1,1
T6,FFMM,3,500,Carex sp.2,G,g,0,0,0,1,1
T8,FFMM,0,212,Carex sp.2,G,g,0,0,0,1,1
T8,FFMM,10,500,Carex sp.2,G,g,0,0,0,4,4
T9,FFMM,5,500,Carex sp.2,G,g,0,0,0,1,1
T16,FFMM,3,500,Carex sp.2,G,g,0,0,0,2,2
T25,FFMM,5,500,Carex sp.2,G,g,0,0,0,1,1
T26 at C,FFMM,0,500,Carex sp.2,G,g,0,0,0,1,1
T6,FFMM,5,350,grass,G,g,0,0,0,1,1
T8,FFMM,3,500,grass,G,g,0,0,0,5,5
T9,FFMM,0,500,grass,G,g,0,0,0,1,1
T9,FFMM,3,212,grass,G,g,0,0,0,1,1
T9,FFMM,5,212,grass,G,g,0,0,0,2,2
T9,FFMM,15,500,grass,G,g,0,0,0,3,3
T16,FFMM,3,500,grass,G,g,0,0,0,1,1
T16,FFMM,10,500,grass,G,g,0,0,0,1,1
T25,FFMM,0,500,Grass,G,g,0,0,0,1,1
T25,FFMM,5,212,grass,G,g,0,0,0,1,1
T25,FFMM,10,500,Grass,G,g,1,0,0,1,2
T26,FFMM,3,500,grass,G,g,0,0,0,17,17
T26 at D,FFMM,15,500,Grass,G,g,0,0,0,2,2
T27,FFMM,15,500,grass,G,g,0,0,0,1,1
T28,FFMM,15,212,grass,G,g,0,0,0,1,1
T26 at D,FFMM,10,500,grass (not Agrostis),G,g,1,0,0,4,5
T28,FFMM,20,212,Juncus bufonius,G,g,1,0,0,0,1
T26 at D,FFMM,0,500,Non-Agrostis scabra,G,g,1,0,0,8,9
T29,FFMM,20,500,Non-Agrostis scabra,G,g,0,0,0,5,5
T26 at C,FFMM,0,500,Other grass,G,g,0,0,0,2,2
T9,FFMM,3,500,other grass?,G,g,0,0,0,3,3
T6,PMM,5,212,Carex,G,g,0,0,0,3,3
T25,PMM,20,500,Carex,G,g,0,0,0,1,1
T25,PMM,20,212,Carex,G,g,0,0,0,2,2
T27,PMM,3,212,Carex,G,g,0,0,0,1,1
T29,PMM,5,500,Carex,G,g,0,0,0,3,3
T9,PMM,15,212,Carex aquatilis,G,g,0,0,1,0,1
T6,PMM,10,212,Carex sp.,G,g,0,0,0,3,3
T6,PMM,15,212,Carex sp.,G,g,0,0,0,1,1
T16,PMM,20,212,Carex sp.,G,g,0,0,0,1,1
T26/28?,PMM,15,500,Carex sp.,G,g,0,0,0,1,1
T27,PMM,5,212,Carex sp.,G,g,0,0,0,3,3
T27,PMM,10,212,Carex sp.,G,g,0,0,0,5,5
T29 at D,PMM,20,212,Carex sp.,G,g,0,0,0,2,2
T27,PMM,15,212,Carex sp. 1,G,g,0,0,0,2,2
T26 at D,PMM,3,500,Carex sp. 2,G,g,0,0,0,1,1
T26/28?,PMM,10,500,Carex sp. 2,G,g,0,0,0,1,1
T26 at D,PMM,10,500,Carex sp. 2,G,g,0,0,0,1,1
T26 at D,PMM,20,500,Carex sp. 2,G,g,0,0,0,1,1
T26 at D,PMM,3,212,Carex sp. 2?,G,g,0,0,0,1,1
T8,PMM,5,500,Carex sp.1,G,g,0,0,0,8,8
T8,PMM,10,212,Carex sp.1,G,g,0,0,1,0,1
T9,PMM,15,212,Carex sp.1,G,g,0,0,0,3,3
T9,PMM,20,212,Carex sp.1,G,g,0,0,0,3,3
T16,PMM,3,500,Carex sp.1,G,g,0,0,0,1,1
T16,PMM,10,500,Carex sp.1,G,g,0,0,0,2,2
T16,PMM,20,500,Carex sp.1,G,g,1,0,0,3,4
T8,PMM,0,500,Carex sp.2,G,g,0,0,0,1,1
T8,PMM,5,500,Carex sp.2,G,g,0,0,0,8,8
T8,PMM,15,500,Carex sp.2,G,g,0,0,0,3,3
T9,PMM,15,500,Carex sp.2,G,g,0,0,0,2,2
T9,PMM,20,212,Carex sp.2,G,g,0,0,0,1,1
T16,PMM,3,500,Carex sp.2,G,g,0,0,0,6,6
T16,PMM,10,500,Carex sp.2,G,g,0,0,0,4,4
T16,PMM,20,500,Carex sp.2,G,g,0,0,0,12,12
T26 at D,PMM,15,500,Carex sp.2,G,g,0,0,0,1,1
T27,PMM,3,212,Carex with seedhead,G,g,0,0,1,0,1
T6,PMM,5,500,Grass,G,g,0,0,0,1,1
T6,PMM,10,500,grass,G,g,0,0,0,3,3
T25,PMM,0,500,grass,G,g,0,0,0,1,1
T26 at D,PMM,3,500,grass,G,g,0,0,0,1,1
T26 at D,PMM,20,500,grass,G,g,166,0,0,5,171
T27,PMM,5,212,grass,G,g,0,0,0,1,1
T29,PMM,3,500,Grass,G,g,0,0,0,4,4
T28/T26?,PMM,5,350,interesting palmate leaf,G,g,0,0,0,1,1
T8,PMM,10,500,Juncus bufonius,G,g,1,0,0,0,1
T27,PMM,15,500,other grass,G,g,0,0,0,2,2
T29 at D,PMM,20,500,other grass/Carex?,G,g,0,0,0,2,2
T27,PMM,5,500,upright grass / Carex sp.2,G,g,0,0,0,10,10
T5,FFMM,10,212,Chenopodium album,I,g,1,0,0,0,1
T6,FFMM,5,350,Chenopodium album,I,g,2,0,0,0,2
T6,FFMM,10,500,Chenopodium album,I,g,13,0,0,0,13
T8,FFMM,0,500,Chenopodium album,I,g,7,0,0,0,7
T9,FFMM,0,500,Chenopodium album,I,g,2,0,0,0,2
T9,FFMM,5,500,Chenopodium album,I,g,53,0,0,2,55
T9,FFMM,10,212,Chenopodium album,I,g,1,0,0,0,1
T9,FFMM,10,500,Chenopodium album,I,g,1,0,0,0,1
T9,FFMM,15,500,Chenopodium album,I,g,15,0,0,0,15
T9,FFMM,15,212,Chenopodium album,I,g,1,0,0,0,1
T26 at C,FFMM,0,500,Chenopodium album,I,g,2,0,0,0,2
T26/28?,FFMM,10,500,Chenopodium album,I,g,92,0,0,0,92
T26 at D,FFMM,10,500,Chenopodium album,I,g,1,0,0,0,1
T26/28?,FFMM,10,212,Chenopodium album,I,g,1,0,0,0,1
T28,FFMM,5,500,Chenopodium album,I,g,3,0,0,0,3
T28,FFMM,5,212,Chenopodium album,I,g,1,0,0,0,1
T28,FFMM,15,500,Chenopodium album,I,g,83,0,0,0,83
T28,FFMM,20,500,Chenopodium album,I,g,7,0,0,0,7
T29,FFMM,3,500,Chenopodium album,I,g,1,0,0,0,1
T29,FFMM,3,212,Chenopodium album,I,g,1,0,0,0,1
T29,FFMM,10,500,Chenopodium album,I,g,2,0,0,0,2
T29,FFMM,10,212,Chenopodium album,I,g,1,0,0,0,1
T29,FFMM,15,500,Chenopodium album,I,g,3,0,0,1,4
T29,FFMM,15,212,Chenopodium album,I,g,1,0,0,0,1
T29,FFMM,20,500,Chenopodium album,I,g,6,0,0,0,6
T27,FFMM,0,350,Chenopodium capitatium,I,g,0,0,0,11,11
T5,FFMM,10,500,Chenopodium capitatum,I,g,2,0,0,0,2
T9,FFMM,0,500,Chenopodium capitatum,I,g,0,0,0,1,1
T26,FFMM,5,500,Chenopodium capitatum,I,g,0,0,0,1,1
T26/28?,FFMM,10,500,Chenopodium capitatum,I,g,0,0,0,1,1
T27,FFMM,20,500,Chenopodium capitatum,I,g,2,0,0,0,2
T29,FFMM,20,500,Chenopodium capitatum,I,g,0,0,0,12,12
T16,FFMM,3,500,Mustard,I,g,1,0,1,1,3
T8,FFMM,10,500,Lyrate mustard (#7),I,g,0,0,1,0,1
T29,FFMM,10,500,lyrate mustard (#7),I,g,0,0,1,0,1
T5,FFMM,10,212,Lyrate rosette,I,g,0,0,0,2,2
T8,FFMM,0,500,Lyrate rosette,I,g,0,0,0,1,1
T5,FFMM,3,500,Matricaria matricarioides,I,g,604,0,0,0,604
T5,FFMM,3,212,Matricaria matricarioides,I,g,3,0,0,1,4
T5,FFMM,10,500,Matricaria matricarioides,I,g,1677,0,0,0,1677
T5,FFMM,10,212,Matricaria matricarioides,I,g,4,0,0,1,5
T16,FFMM,3,500,Matricaria matricarioides,I,g,0,0,0,1,1
T26,FFMM,5,500,Matricaria matricarioides,I,g,2,0,0,0,2
T5,FFMM,5,500,Matricaria matricarioides-opp dicot with 2 opp pointy leaves (wing) ,I,g,69,2,0,0,71
T26,FFMM,3,212,Matricaria pineapple,I,g,4,0,0,0,4
T26 at D,FFMM,0,500,Polygonum arnestrum,I,g,13,0,0,0,13
T26 at D,FFMM,10,500,Polygonum arnestrum,I,g,1560,0,0,0,1560
T26 at D,FFMM,0,500,Polygonum arnestrum,I,g,437,0,0,0,437
T8,FFMM,0,500,Polygonum arenastrum,I,g,4,0,0,0,4
T9,FFMM,10,500,Polygonum arenastrum,I,g,2,0,0,0,2
T16,FFMM,3,500,Polygonum arenastrum,I,g,1,0,0,0,1
T16,FFMM,5,500,Polygonum arenastrum,I,g,2,0,0,0,2
T16,FFMM,10,500,Polygonum arenastrum,I,g,1,0,0,0,1
T26,FFMM,5,500,Polygonum arenastrum,I,g,4,0,0,0,4
T28,FFMM,15,500,Polygonum arenastrum,I,g,1,0,0,0,1
T29,FFMM,10,500,Polygonum arenastrum,I,g,1,0,0,0,1
T29,FFMM,15,500,Polygonum arenastrum,I,g,10,0,0,0,10
T29,FFMM,20,500,Polygonum arenastrum,I,g,5,0,0,1,6
T5,FFMM,3,500,Polygonum arenestrum,I,g,4,0,0,0,4
T5,FFMM,10,500,Polygonum arnestrum,I,g,9,0,0,0,9
T25,FFMM,0,500,Polygonum arnestrum,I,g,0,0,0,1,1
T26,FFMM,3,500,Polygonum arnestrum,I,g,1,0,0,0,1
T26 at D,FFMM,15,500,Polygonum arnestrum,I,g,8,0,0,0,8
T27,FFMM,10,500,Polygonum convulus,I,g,1,0,0,0,1
T5,FFMM,3,500,Polygonum lapathifolium,I,g,350,0,0,0,350
T5,FFMM,3,500,Polygonum lapathifolium,I,g,15,0,0,0,15
T5,FFMM,3,212,Polygonum lapathifolium,I,g,1,0,0,0,1
T5,FFMM,5,500,Polygonum lapathifolium,I,g,15,0,0,0,15
T5,FFMM,5,500,Polygonum lapathifolium,I,g,3,0,0,3,6
T5,FFMM,10,500,Polygonum lapathifolium,I,g,806,0,0,1,807
T5,FFMM,10,212,Polygonum lapathifolium,I,g,2,0,0,2,4
T6,FFMM,3,500,Polygonum lapathifolium,I,g,22,0,0,0,22
T6,FFMM,5,350,Polygonum lapathifolium,I,g,10,0,0,0,10
T6,FFMM,10,500,Polygonum lapathifolium,I,g,5,0,0,0,5
T8,FFMM,0,500,Polygonum lapathifolium,I,g,98,0,0,0,98
T8,FFMM,3,500,Polygonum lapathifolium,I,g,1,0,0,0,1
T8,FFMM,10,500,Polygonum lapathifolium,I,g,58,0,0,0,58
T9,FFMM,0,500,Polygonum lapathifolium,I,g,2,0,0,0,2
T9,FFMM,3,500,Polygonum lapathifolium,I,g,1,0,0,0,1
T9,FFMM,5,500,Polygonum lapathifolium,I,g,1,0,0,0,1
T9,FFMM,10,500,Polygonum lapathifolium,I,g,26,0,0,0,26
T9,FFMM,15,500,Polygonum lapathifolium,I,g,1,0,0,0,1
T16,FFMM,3,500,Polygonum lapathifolium,I,g,2,0,0,0,2
T16,FFMM,10,500,Polygonum lapathifolium,I,g,2,0,0,0,2
T25,FFMM,15,500,Polygonum lapathifolium,I,g,1,0,0,0,1
T26 at C,FFMM,0,500,Polygonum lapathifolium,I,g,3,0,0,0,3
T26 at D,FFMM,0,500,Polygonum lapathifolium,I,g,1,0,0,0,1
T26,FFMM,3,500,Polygonum lapathifolium,I,g,38,0,0,0,38
T26,FFMM,5,500,Polygonum lapathifolium,I,g,68,0,0,0,68
T26/28?,FFMM,10,500,Polygonum lapathifolium,I,g,16,0,0,0,16
T26 at D,FFMM,10,500,Polygonum lapathifolium,I,g,216,0,0,0,216
T26 at D,FFMM,10,212,Polygonum lapathifolium,I,g,1,0,0,0,1
T26 at D,FFMM,15,500,Polygonum lapathifolium,I,g,205,0,0,0,205
T26 at D,FFMM,15,212,Polygonum lapathifolium,I,g,3,0,0,0,3
T26,FFMM,20,500,Polygonum lapathifolium,I,g,113,0,0,0,113
T27,FFMM,15,500,Polygonum lapathifolium,I,g,2,0,0,0,2
T27,FFMM,15,212,Polygonum lapathifolium,I,g,2,0,0,0,2
T28,FFMM,5,500,Polygonum lapathifolium,I,g,1,0,0,0,1
T28,FFMM,15,500,Polygonum lapathifolium,I,g,1,0,0,0,1
T28,FFMM,20,500,Polygonum lapathifolium,I,g,59,0,0,0,59
T29,FFMM,0,500,Polygonum lapathifolium,I,g,4,0,0,0,4
T29,FFMM,0,212,Polygonum lapathifolium,I,g,1,0,0,0,1
T29,FFMM,3,500,Polygonum lapathifolium,I,g,131,0,0,0,131
T29,FFMM,5,500,Polygonum lapathifolium,I,g,38,0,0,0,38
T29,FFMM,10,500,Polygonum lapathifolium,I,g,4,0,0,0,4
T29,FFMM,15,500,Polygonum lapathifolium,I,g,32,0,0,0,32
T29,FFMM,20,500,Polygonum lapathifolium,I,g,63,0,0,0,63
T6,PMM,0,350,Chenopodium album,I,g,1,0,0,0,1
T6,PMM,5,212,Chenopodium album,I,g,1,0,0,0,1
T6,PMM,10,212,Chenopodium album,I,g,1,0,0,0,1
T8,PMM,3,500,Chenopodium album,I,g,134,0,0,0,134
T8,PMM,15,500,Chenopodium album,I,g,2,0,0,0,2
T8,PMM,15,212,Chenopodium album,I,g,1,0,0,0,1
T8,PMM,20,500,Chenopodium album,I,g,3,0,0,0,3
T9,PMM,3,500,Chenopodium album,I,g,1,0,0,0,1
T9,PMM,15,500,Chenopodium album,I,g,4,0,0,0,4
T9,PMM,15,212,Chenopodium album,I,g,1,0,0,0,1
T9,PMM,20,500,Chenopodium album,I,g,5,0,0,0,5
T16,PMM,20,500,Chenopodium album,I,g,3,0,0,0,3
T25,PMM,10,500,Chenopodium album,I,g,1,0,0,0,1
T26 at D,PMM,3,212,Chenopodium album,I,g,1,0,0,0,1
T27,PMM,3,212,Chenopodium album,I,g,1,0,0,0,1
T27,PMM,5,500,Chenopodium album,I,g,5,0,0,0,5
T27,PMM,10,500,Chenopodium album,I,g,2,0,0,0,2
T27,PMM,15,500,Chenopodium album,I,g,12,0,0,0,12
T28,PMM,0,212,Chenopodium album,I,g,1,0,0,0,1
T28/T26?,PMM,5,350,Chenopodium album,I,g,1,0,0,0,1
T28,PMM,20,500,Chenopodium album,I,g,1,0,0,0,1
T29 at D,PMM,15,500,Chenopodium album,I,g,1,0,0,0,1
T8,PMM,5,500,Chenopodium album (#5),I,g,51,0,0,0,51
T25,PMM,3,500,Chenopodium capitatum,I,g,0,0,0,1,1
T25,PMM,10,212,Chenopodium capitatum,I,g,0,0,0,1,1
T27,PMM,3,500,Chenopodium capitatum,I,g,0,0,0,4,4
T6,PMM,15,500,Matricaria sp. Pineapple,I,g,1,0,0,1,2
T29 at D,PMM,20,500,mustard,I,g,0,0,1,0,1
T26 at D,PMM,10,500,Poly are,I,g,0,0,0,2,2
T26 at D,PMM,10,500,Poly lap,I,g,7,0,0,0,7
T8,PMM,3,500,Polygonum arenastrum,I,g,1,0,0,0,1
T8,PMM,5,500,Polygonum arenastrum,I,g,4,0,0,0,4
T9,PMM,15,500,Polygonum arenastrum,I,g,5,0,0,0,5
T9,PMM,20,500,Polygonum arenastrum,I,g,6,0,0,0,6
T26 at D,PMM,0,500,Polygonum arnestrum,I,g,9,0,0,0,9
T5,PMM,3,500,Polygonum lapathifolium,I,g,519,0,0,0,519
T5,PMM,3,212,Polygonum lapathifolium,I,g,3,0,0,0,3
